label,message,spam_type,cleaned_message
ham,I fetch yun or u fetch?,ham,fetch yun u fetch
ham,Thank you. I like you as well...,ham,thank like well
ham,"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?",ham,hmmm imagine come home rub foot make dinner help get ready date sure ready kind life
spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 Â£3/wk",promotion,free day sexy st george day pic jordan txt pic dont miss every wk saucy celeb pic c pocketbabe co uk wk
ham,Lara said she can loan me  &lt;#&gt; .,ham,lara said loan lt gt
ham,Do we have any spare power supplies,ham,spare power supply
ham,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.,ham,yar quite clever aft many guess lor got ask bring thk darren willing go aiya thk leona still attach wat
spam,You are a winner you have been specially selected to receive Â£1000 cash or a Â£2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,lottery,winner specially selected receive cash award speak live operator claim call pm cost p
ham,"Yeah, don't go to bed, I'll be back before midnight",ham,yeah go bed back midnight
spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",general_spam,sunshine hols claim ur med holiday send stamped self address envelope drink u uk po box bray wicklow eire quiz start saturday unsub stop
ham,Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;,ham,well available washob nobbing last night ask nickey platt instead
ham,"It's that time of the week again, ryan",ham,time week ryan
ham,Wish u many many returns of the day.. Happy birthday vikky..,ham,wish u many many return day happy birthday vikky
spam,"U can WIN Â£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",lottery,u win music gift voucher every week starting txt word draw tscs www idew com skillgame winaweek age ppermesssubscription
ham,I hope you know I'm still mad at you.,ham,hope know still mad
ham,"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at",ham,argh g spotty anyway thing remember research province sterling problem free place looked
ham,In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;),ham,xam hall boy asked girl tell starting term dis answer den manage lot hesitation n lookin around silently said intha ponnungale ipaditan
ham,Do you know when the result.,ham,know result
spam,#ERROR!,general_spam,error
ham,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT",ham,beautiful truth gravity read carefully heart feel light someone feel heavy someone leaf good night
ham,"Sorry im getting up now, feel really bad- totally rejected that kinda me thing.",ham,sorry im getting feel really bad totally rejected kinda thing
ham,You do got a shitload of diamonds though,ham,got shitload diamond though
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,ham,tessy pls favor pls convey birthday wish nimya pls dnt forget today birthday shijas
ham,Well I'm going to be an aunty!,ham,well going aunty
ham,Mine here like all fr china then so noisy.,ham,mine like fr china noisy
ham,Later i guess. I needa do mcat study too.,ham,later guess needa mcat study
ham,S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:),ham,training manual show tech process password reset troubleshooting
spam,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528,general_spam,b u voucher w c marsms log onto www b utele com discount credit opt reply stop customer care call
ham,"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part.",ham,spoke uncle john today strongly feel need sacrifice keep going call beg listen dont make promise make clear thing easy need please let u work thing long keep expecting help creativity stifled pls keep happy promise part
ham,If he started searching he will get job in few days.he have great potential and talent.,ham,started searching get job day great potential talent
ham,"Carlos took a while (again), we leave in a minute",ham,carlos took leave minute
ham,Well done and ! luv ya all,ham,well done luv ya
ham,Then why you came to hostel.,ham,came hostel
ham,K still are you loving me.,ham,k still loving
ham,But i juz remembered i gotta bathe my dog today..,ham,juz remembered gotta bathe dog today
ham,After the drug she will be able to eat.,ham,drug able eat
ham,Alright took the morphine. Back in yo.,ham,alright took morphine back yo
ham,You see the requirements please,ham,see requirement please
ham,You stayin out of trouble stranger!!saw Dave the other day heÂs sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA!,ham,stayin trouble stranger saw dave day sorted still bloke u gona get girl mr ur mum still think get getha
spam,FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts,promotion,freemsg hey buffy love satisfy men home alone feeling randy reply c pix qlynnbv help p msg send stop stop txts
spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",general_spam,sunshine hols claim ur med holiday send stamped self address envelope drink u uk po box bray wicklow eire quiz start saturday unsub stop
ham,So can collect ur laptop?,ham,collect ur laptop
ham,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.",ham,ok later showing around want cld drink wld prefer spend money nosh mind nxt wk
ham,I will once i get home,ham,get home
ham,Waaaat?? Lololo ok next time then!,ham,waaaat lololo ok next time
ham,"The table's occupied, I'm waiting by the tree",ham,table occupied waiting tree
ham,I surely dont forgot to come:)i will always be in touch in with you:-),ham,surely dont forgot come always touch
ham,Hi kindly give us back our documents which we submitted for loan from STAPATI,ham,hi kindly give u back document submitted loan stapati
ham,I dont have i shall buy one dear,ham,dont shall buy one dear
ham,Oh god i am happy to see your message after 3 days,ham,oh god happy see message day
ham,What year. And how many miles.,ham,year many mile
ham,Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills and shit but i still avent killed myself.,ham,hey cutie go wale kinda ok like hill shit still avent killed
ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",ham,sad story man last week b day wife nt wish parent forgot n kid went work even colleague wish entered cabin pa said happy b day bos felt special askd lunch lunch invited apartment went said u mind go bedroom minute ok sed sexy mood came minuts latr wid cake n wife parent kidz friend n colleague screaming surprise waiting sofa naked
ham,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.,ham,think go honesty road call bank tomorrow tough decision make u great people
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+,promotion,free st week nokia tone ur mob every week txt nokia get txting tell ur mate zed pobox w wq norm p tone
ham,No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.,ham,specialisation work slave labor look month sha co shakara beggar
ham,Is she replying. Has boye changed his phone number,ham,replying boye changed phone number
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",ham,go write msg put dictionary mode cover screen hand press lt gt gently remove ur hand interesting
ham,hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx,ham,hi darlin im way london smashed another driver big dent im really missing u u xxx
ham,"Nothing really, just making sure everybody's up to speed",ham,nothing really making sure everybody speed
ham,I'm not coming home 4 dinner.,ham,coming home dinner
ham,"Thank you. And by the way, I just lost.",ham,thank way lost
ham,Yes.he have good crickiting mind,ham,yes good crickiting mind
ham,Thx. All will be well in a few months,ham,thx well month
spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, Â£500 Cash or Â£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",general_spam,shop till u drop either k k cash travel voucher call ntt po box cr bt fixedline cost ppm mobile vary
ham,"CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,JUST REALLYNEED 2DOCD.PLEASE DONTPLEASE DONTIGNORE MYCALLS,U NO THECD ISV.IMPORTANT TOME 4 2MORO",ham,please come imin town dontmatter urgoin outl r reallyneed docd please dontplease dontignore mycalls u thecd isv important tome moro
ham,I wont. So wat's wit the guys,ham,wont wat wit guy
ham,Yavnt tried yet and never played original either,ham,yavnt tried yet never played original either
ham,"Hiya, had a good day? Have you spoken to since the weekend?",ham,hiya good day spoken since weekend
ham,See? I thought it all through,ham,see thought
ham,I'm at work. Please call,ham,work please call
ham,get ready to moan and scream :),ham,get ready moan scream
ham,Oh k :)why you got job then whats up?,ham,oh k got job whats
ham,"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday",ham,think need going late school night especially one class one missed last wednesday probably failed test friday
ham,And popping &lt;#&gt; ibuprofens was no help.,ham,popping lt gt ibuprofen help
ham,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea",ham,babe go day sip cappuccino think love send kiss across sea
ham,Ok.,ham,ok
ham,PS U no ur a grown up now right?,ham,p u ur grown right
ham,"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...",ham,chinatown got porridge claypot rice yam cake fishhead beehoon either eat cheap den go cafe n tok go nydc somethin
ham,I know a few people I can hit up and fuck to the yes,ham,know people hit fuck yes
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,ham,purity friendship two smiling reading forwarded message smiling seeing name gud evng
ham,So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck,ham,anything specific regard jaklin idk fuck
ham,Oh god. I'm gonna Google nearby cliffs now.,ham,oh god gonna google nearby cliff
spam,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,promotion,free camera phone linerental month cross ntwk min price txt bundle deal also avble call call optout j mf
ham,Yup i shd haf ard 10 pages if i add figures... Ã all got how many pages?,ham,yup shd haf ard page add figure got many page
ham,"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too.",ham,ooh got gonna start belly dancing moseley wed u want join cafe
ham,Thankyou so much for the call. I appreciate your care.,ham,thankyou much call appreciate care
ham,Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.,ham,congrats treat pending mail day mail thru respect mother home check mail
ham,I called but no one pick up e phone. I ask both of them already they said ok.,ham,called one pick e phone ask already said ok
ham,Hi my email address has changed now it is,ham,hi email address changed
ham,"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy ""VALENTINES DAY"" in advance",ham,v aluable ffectionate l oveable e ternal n oble ruthful ntimate n atural e namous happy valentine day advance
ham,"Not much, just some textin'. How bout you?",ham,much textin bout
ham,Bring it if you got it,ham,bring got
ham,I'm in a movie. Call me 4 wat?,ham,movie call wat
ham,Not sure I have the stomach for it ...,ham,sure stomach
ham,Haha... can... But i'm having dinner with my cousin...,ham,haha dinner cousin
ham,"A boy was late 2 home. His father: ""POWER OF FRNDSHIP""",ham,boy late home father power frndship
ham,"(And my man carlos is definitely coming by mu tonight, no excuses)",ham,man carlos definitely coming mu tonight excuse
ham,soon you will have the real thing princess! Do i make you wet? :),ham,soon real thing princess make wet
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,ham,raji pls favour pls convey birthday wish nimya pls today birthday
ham,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?",ham,haha leg neck killing amigo hoping end night burn think could swing like hour
spam,"URGENT! Your mobile No 07xxxxxxxxx won a Â£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",lottery,urgent mobile xxxxxxxxx bonus caller prize nd attempt reach call asap box n qp ppm
ham,Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.,ham,usually body take care buy making sure doesnt progress pls continue talk saturday
spam,"URGENT!! Your 4* Costa Del Sol Holiday or Â£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, CostÂ£1.50/pm, Max10mins",general_spam,urgent costa del sol holiday await collection call toclaim sae tc pobox stockport sk xh cost pm max min
ham,"Hmm well, night night",ham,hmm well night night
ham,Just wanted to say holy shit you guys weren't kidding about this bud,ham,wanted say holy shit guy kidding bud
ham,"Just gettin a bit arty with my collages at the mo, well tryin 2 ne way! Got a roast in a min lovely i shall enjoy that!",ham,gettin bit arty collage mo well tryin ne way got roast min lovely shall enjoy
ham,"This is one of the days you have a billion classes, right?",ham,one day billion class right
ham,"Goodmorning, today i am late for 2hrs. Because of back pain.",ham,goodmorning today late hr back pain
ham,Ok then i'll let him noe later n ask him call u tmr...,ham,ok let noe later n ask call u tmr
ham,Prabha..i'm soryda..realy..frm heart i'm sory,ham,prabha soryda realy frm heart sory
ham,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,ham,ok waliking ard u wan buy anything go ur house
ham,* Will have two more cartons off u and is very pleased with shelves,ham,two carton u pleased shelf
ham,Nice talking to you! please dont forget my pix :) i want to see all of you...,ham,nice talking please dont forget pix want see
spam,You have WON a guaranteed Â£1000 cash or a Â£2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,lottery,guaranteed cash prize claim yr prize call customer service representative pm cost p
ham,But really quite funny lor wat... Then u shd haf run shorter distance wat...,ham,really quite funny lor wat u shd haf run shorter distance wat
ham,I notice you like looking in the shit mirror youre turning into a right freak,ham,notice like looking shit mirror youre turning right freak
ham,Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.,ham,great getting worried know wonderful caring person like best life know u r wonderful god love
spam,"Thanks for your ringtone order, ref number K718. Your mobile will be charged Â£4.50. Should your tone not arrive please call customer services on 09065069120",general_spam,thanks ringtone order ref number k mobile charged tone arrive please call customer service
ham,"I prefer my free days... Tues, wed, fri oso can... Ã ask those workin lor...",ham,prefer free day tues wed fri oso ask workin lor
ham,Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx,ham,alrite jod hows revision goin keris bin doin smidgin n e way u wanna cum college xx
ham,If you have belive me. Come to my home.,ham,belive come home
ham,Oh k.k..where did you take test?,ham,oh k k take test
ham,Those were my exact intentions,ham,exact intention
ham,haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons,ham,haha money leh later got go tuition haha looking empty slot driving lesson
ham,"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat...",ham,hey thk juz go accordin wat discussed yest lor except kb sun co nt much lesson go attend kb sat
ham,"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)",ham,k wen ur free come home also tel vikky hav sent mail also better come evening il free today aftr pm
ham,Nothing just getting msgs by dis name wit different no's..,ham,nothing getting msg dis name wit different
ham,Good Morning plz call me sir,ham,good morning plz call sir
ham,What's your room number again? Wanna make sure I'm knocking on the right door,ham,room number wanna make sure knocking right door
ham,"Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtÂbraindanceÂa comp.ofstuff on aphexÂs ;abel,u hav2hear it!c u sn xxxx",ham,si como listened plaid album quite gd new air hilarious also bought braindance comp ofstuff aphex abel u hav hear c u sn xxxx
ham,Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming,ham,pls tell nelson bb longer comin money expecting aint coming
ham,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know.",ham,give something drink take vomit temp might drop unmits however let know
ham,Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is,ham,think sent text home phone cant display text still want send number
ham,Every day i use to sleep after  &lt;#&gt;  so only.,ham,every day use sleep lt gt
ham,K I'll call you when I'm close,ham,k call close
ham,U buy newspapers already?,ham,u buy newspaper already
ham,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,ham,nope wif si lor aft bathing dog bathe look like going rain soon
ham,Boo I'm on my way to my moms. She's making tortilla soup. Yummmm,ham,boo way mom making tortilla soup yummmm
ham,No management puzzeles.,ham,management puzzeles
ham,How did you find out in a way that didn't include all of these details,ham,find way include detail
spam,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!",general_spam,hi ya babe x u goten bout scammer getting smart though regular vodafone respond get prem rate msg subscription no used also beware
spam,Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls Â£1/minMobsmoreLKPOBOX177HP51FL,adult,back work morro half term u c nite sexy passion b go back chat luv dena call minmobsmorelkpobox hp fl
ham,will you like to be spoiled? :),ham,like spoiled
spam,"Thanks for your ringtone order, ref number R836. Your mobile will be charged Â£4.50. Should your tone not arrive please call customer services on 09065069154",general_spam,thanks ringtone order ref number r mobile charged tone arrive please call customer service
ham,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,ham,getting threat sale executive shifad raised complaint official message
ham,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,ham,hope thing went well doctor reminds still need go u c little thing left lounge
ham,Den wat will e schedule b lk on sun?,ham,den wat e schedule b lk sun
ham,Lol enjoy role playing much?,ham,lol enjoy role playing much
ham,Ok. Me watching tv too.,ham,ok watching tv
ham,"I just lov this line: ""Hurt me with the truth, I don't mind,i wil tolerat.bcs ur my someone..... But, Never comfort me with a lie"" gud ni8 and sweet dreams",ham,lov line hurt truth mind wil tolerat bcs ur someone never comfort lie gud ni sweet dream
ham,"Just checked out, heading out to drop off my stuff now",ham,checked heading drop stuff
ham,Here got lots of hair dresser fr china.,ham,got lot hair dresser fr china
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,ham,sad story man last week b day wife nt wish parent forgot n kid went work even colleague wish
ham,Ill call you evening ill some ideas.,ham,ill call evening ill idea
spam,SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,general_spam,splashmobile choose gr tone wk subscrition service weekly tone costing p u one credit kick back enjoy
ham,Did you show him and wot did he say or could u not c him 4 dust?,ham,show wot say could u c dust
ham,It should take about  &lt;#&gt;  min,ham,take lt gt min
spam,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,general_spam,heard u call rude chat private line cum wan c pic gettin shagged text pix end send stop sam xxx
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,ham,ok bus come soon come otherwise tomorrow
ham,I cant pick the phone right now. Pls send a message,ham,cant pick phone right pls send message
spam,<Forwarded from 88877>FREE entry into our Â£250 weekly comp just send the word ENTER to 88877 NOW. 18 T&C www.textcomp.com,promotion,forwarded free entry weekly comp send word enter c www textcomp com
ham,Finish liao... U?,ham,finish liao u
spam,88066 FROM 88066 LOST 3POUND HELP,general_spam,lost pound help
ham,Haha i think i did too,ham,haha think
ham,U know we watchin at lido?,ham,u know watchin lido
ham,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,ham,life spend someone lifetime may meaningless moment spent someone really love mean life
ham,"Haha awesome, I've been to 4u a couple times. Who all's coming?",ham,haha awesome u couple time coming
ham,Cold. Dont be sad dear,ham,cold dont sad dear
ham,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip,ham,think could stop like hour roommate looking stock trip
ham,Is that on the telly? No its Brdget Jones!,ham,telly brdget jones
ham,Love you aathi..love u lot..,ham,love aathi love u lot
ham,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,ham,hello r u im bored inever thought id get bored tv tell something exciting happened anything
ham,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,ham,hmm bad news hype park plaza studio taken left bedrm
ham,"Sorry, I'll call later in meeting",ham,sorry call later meeting
ham,R Ã¼ comin back for dinner?,ham,r comin back dinner
ham,"I hav almost reached. Call, i m unable to connect u.",ham,hav almost reached call unable connect u
ham,Whom you waited for yesterday,ham,waited yesterday
ham,I reach home safe n sound liao...,ham,reach home safe n sound liao
ham,"Velly good, yes please!",ham,velly good yes please
ham,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do",ham,hi wkend ok journey terrible wk good huge back log marking
ham,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,ham,two letter copy co one message speak soon
ham,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,ham,alex know guy sell mids south tampa think could set like
ham,Dont you have message offer,ham,dont message offer
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx,promotion,mobile mths update free orange latest colour camera mobile unlimited weekend call call mobile upd freefone stoptx
ham,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.",ham,hey babe u doin wot u nite love annie x
ham,Remind me how to get there and I shall do so,ham,remind get shall
ham,:-( that's not v romantic!,ham,v romantic
ham,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.,ham,hello damn christmas thing think decided keep mp doesnt work
spam,You have 1 new message. Please call 08718738034.,general_spam,new message please call
ham,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,ham,hi darlin im missin u hope good time u back time u give call home jess xx
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,general_spam,forwarded hi mailbox messaging sm alert message match please call back retrieve message match
ham,Draw va?i dont think so:),ham,draw va dont think
ham,Dont pick up d call when something important is There to tell. Hrishi,ham,dont pick call something important tell hrishi
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",promotion,congrats year special cinema pas call c suprman v matrix starwars etc free bx ip pm dont miss
ham,Nothin comes to my mind. Ã help me buy hanger lor. Ur laptop not heavy?,ham,nothin come mind help buy hanger lor ur laptop heavy
ham,"&lt;#&gt; , that's all? Guess that's easy enough",ham,lt gt guess easy enough
ham,We can make a baby in yo tho,ham,make baby yo tho
ham,Should I tell my friend not to come round til like  &lt;#&gt; ish?,ham,tell friend come round til like lt gt ish
ham,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,ham,friendship poem dear dear u r near hear dont get fear live cheer tear u r always dear gud ni
ham,Still in the area of the restaurant. Ill try to come back soon,ham,still area restaurant ill try come back soon
ham,"Aight that'll work, thanks",ham,aight work thanks
spam,WIN a year supply of CDs 4 a store of ur choice worth Â£500 & enter our Â£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,lottery,win year supply cd store ur choice worth enter weekly draw txt music t c www ldew com sub win ppmx
spam,Moby Pub Quiz.Win a Â£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP Â£1.50 008704050406 SP Arrow,lottery,moby pub quiz win high street prize u know new duchess cornwall txt first name unsub stop sp arrow
ham,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?",ham,sleeping bag blanket paper phone detail anything else
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,lottery,nokia get win free auction take part send nokia hg suite land row w jhl
spam,"Congratulations! Thanks to a good friend U have WON the Â£2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",lottery,congratulation thanks good friend u xmas prize claim easy call p per minute bt national rate
spam,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..",lottery,tddnewsletter emc co uk game thedailydraw dear helen dozen free game great prizeswith
ham,So what do you guys do.,ham,guy
ham,Also that chat was awesome but don't make it regular unless you can see her in person,ham,also chat awesome make regular unless see person
ham,That's significant but dont worry.,ham,significant dont worry
ham,That's cause your old. I live to be high.,ham,cause old live high
ham,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........",ham,waqt se pehle naseeb se zyada kisi ko kuch nahi milta zindgi wo nahi jo hum sochte hai zindgi wo hai jo ham jeetey hai
ham,On the way to office da..,ham,way office da
ham,In which place do you want da.,ham,place want da
ham,This pain couldn't have come at a worse time.,ham,pain come worse time
ham,Ok...,ham,ok
ham,Should I be stalking u?,ham,stalking u
ham,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,ham,sorry dude dont know forgot even dan reminded sorry hope guy fun
ham,Ok lor.,ham,ok lor
ham,Apps class varaya elaya.,ham,apps class varaya elaya
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,ham,xmas story peace xmas msg love xmas miracle jesus hav blessed month ahead amp wish u merry xmas
spam,"URGENT! Your mobile number *************** WON a Â£2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",lottery,urgent mobile number bonus caller prize nd attempt reach call asap box n qp ppm
ham,That day you asked about anand number. Why:-),ham,day asked anand number
ham,Am surfing online store. For offers do you want to buy any thing.,ham,surfing online store offer want buy thing
ham,Long beach lor. Expected... U having dinner now?,ham,long beach lor expected u dinner
ham,At home by the way,ham,home way
ham,We are both fine. Thanks,ham,fine thanks
ham,What happen to her tell the truth,ham,happen tell truth
ham,Do you like Italian food?,ham,like italian food
ham,Which is weird because I know I had it at one point,ham,weird know one point
ham,Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!,ham,aww must nearly dead well jez iscoming todo workand whilltake forever
ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,ham,tell friend plan valentine day lt url gt
ham,"Alright, see you in a bit",ham,alright see bit
ham,Cheers for the message Zogtorius. IÂve been staring at my phone for an age deciding whether to text or not.,ham,cheer message zogtorius staring phone age deciding whether text
ham,I will take care of financial problem.i will help:),ham,take care financial problem help
ham,Tell dear what happen to you. Why you talking to me like an alian,ham,tell dear happen talking like alian
spam,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D,promotion,double min txts orange price linerental motorola sonyericsson b tooth free nokia free call mobileupd optout hv
